Vibration_X_RMS,Vibration_X_Peak,Vibration_Y_RMS,Vibration_Y_Peak,Vibration_Z_RMS,Vibration_Z_Peak,Acoustic_Emission_RMS,Penetration_Rate_Avg,Rotation_Speed_Avg,Feed_Pressure_Avg,Hydraulic_Pressure_Avg,Hydraulic_Return_Pressure_Avg,Hydraulic_Oil_Temp_Avg,Flow_Rate_Avg,Differential_Pressure_Filter_Avg,Oil_Particle_Count_Avg,Oil_Moisture_Avg,Oil_Viscosity_Avg,Tank_Level_End,Drive_Motor_Current_Avg,Motor_Winding_Temp_Avg,drill_bit_health,striker_bar_health,drill_rod_health,coupling_sleeve_health,hydraulic_seal_health,hydraulic_hose_health,filter_health,rul_hours,failure_type,rock_hardness,drill_hours_since_overhaul,hour_in_session,session_id,ambient_temp_C
5.25,15.29,5.57,17.43,4.85,11.84,3.41,0.64,45.2,86.4,184.2,15.64,61.7,94.7,1.25,305,219,44.8,82.4,62.0,77.4,0,1,0,0,0,0,0,211.2,none,6,4012,512,7,35.6
5.15,15.19,5.69,17.28,4.95,11.33,3.45,0.62,45.3,81.7,184.6,13.28,58.5,94.2,1.2,297,204,42.6,82.4,63.2,75.8,0,1,0,0,0,0,0,210.2,none,6,4013,513,7,35.8
5.18,15.57,5.72,17.54,4.94,11.85,3.64,0.62,48.0,81.4,181.2,13.46,58.5,94.9,1.21,301,183,45.9,82.4,66.9,77.2,0,1,0,0,0,0,0,209.2,none,6,4014,514,7,35.6
5.24,14.66,5.68,16.82,4.71,11.27,3.6,0.63,47.7,83.5,195.1,14.52,58.8,91.8,1.24,311,213,44.8,82.3,62.8,76.8,0,1,0,0,0,0,0,208.2,none,6,4015,515,7,35.6
5.06,14.82,5.72,17.78,4.81,11.76,3.61,0.65,48.3,86.3,194.8,14.28,60.2,90.3,1.25,318,191,44.3,82.3,59.8,75.5,0,1,0,0,0,0,0,207.2,none,6,4016,516,7,35.5
5.25,15.9,5.74,17.06,4.48,11.87,3.52,0.63,48.9,90.3,192.0,15.19,59.5,90.8,1.26,293,214,44.1,82.3,65.1,74.7,0,1,0,0,0,0,0,206.2,none,6,4017,517,7,35.4
5.29,14.72,5.7,18.08,5.1,12.12,3.61,0.62,45.6,84.3,191.1,14.0,60.6,96.9,1.19,303,210,43.7,82.2,64.4,77.6,0,1,0,0,0,0,0,205.2,none,6,4018,518,7,35.3
5.26,15.4,5.91,16.83,4.93,11.87,3.49,0.62,46.3,87.5,172.3,15.24,63.3,92.1,1.28,313,200,44.8,82.2,63.6,76.4,0,1,0,0,0,0,0,204.2,none,6,4019,519,7,35.2
5.4,15.81,5.88,17.53,4.69,11.53,3.33,0.62,46.4,91.1,187.2,14.38,59.6,89.5,1.3,297,204,44.3,82.1,61.4,77.6,0,1,0,0,0,0,0,203.2,none,6,4020,520,7,35.2
5.37,16.1,5.82,16.3,4.72,12.24,3.64,0.62,47.2,88.9,177.7,14.12,57.0,85.5,1.25,319,206,43.9,82.1,63.9,74.0,0,1,0,0,0,0,0,202.2,none,6,4021,521,7,35.3
5.46,15.59,6.02,18.43,5.3,11.62,3.79,0.61,46.5,90.9,180.1,15.74,60.3,92.1,1.25,283,218,43.6,82.1,60.8,75.4,0,1,0,0,0,0,0,201.2,none,6,4022,522,7,35.2
5.27,15.77,5.71,18.29,5.01,11.8,3.64,0.63,48.6,86.7,190.8,16.21,57.4,94.8,1.28,302,218,43.8,82.1,65.9,74.0,0,1,0,0,0,0,0,200.2,none,6,4023,523,7,35.5
5.45,15.69,5.83,18.35,4.91,12.5,3.64,0.62,46.1,86.6,178.8,14.4,57.2,95.8,1.34,293,206,43.2,82.0,65.8,74.8,0,1,0,0,0,0,0,199.2,none,6,4024,524,7,35.5
5.67,15.08,5.73,18.28,4.89,11.57,3.59,0.62,48.2,86.3,185.3,15.12,60.6,94.4,1.32,299,209,43.4,82.0,63.0,76.1,0,1,0,0,0,0,0,198.2,none,6,4025,525,7,35.5
5.29,16.3,5.92,18.29,5.1,12.46,3.71,0.62,46.5,83.6,190.6,14.98,61.9,93.8,1.27,312,230,43.6,82.0,64.6,72.6,0,1,0,0,0,0,0,197.2,none,6,4026,526,7,35.7
5.49,15.89,6.13,18.77,5.01,12.35,3.84,0.63,48.9,85.4,187.2,14.96,58.5,92.5,1.25,306,209,41.8,81.9,65.7,76.1,0,1,0,0,0,0,0,196.2,none,6,4027,527,7,35.9
5.44,16.41,5.9,18.3,4.81,11.59,3.87,0.63,46.2,86.6,183.5,14.65,59.3,92.4,1.33,306,198,44.9,81.9,60.6,76.0,0,1,0,0,0,0,0,195.2,none,6,4028,528,7,36.0
5.29,15.85,5.65,18.91,5.0,12.72,3.61,0.61,46.8,92.0,185.8,15.14,59.5,91.3,1.24,305,206,42.5,81.9,61.5,76.4,1,1,0,0,0,0,0,194.2,none,6,4029,529,7,35.9
2.14,4.12,1.85,3.59,2.65,4.76,1.57,0.6,46.7,87.1,173.2,9.04,54.7,98.2,0.48,117,155,45.9,90.7,66.9,73.9,0,0,0,0,0,0,0,1921.7,none,9,4000,0,8,38.3
2.19,4.28,1.88,3.95,2.57,5.02,1.6,0.61,48.7,82.3,177.1,7.22,55.3,95.9,0.53,117,156,46.3,90.7,66.4,79.3,0,0,0,0,0,0,0,1933.2,none,9,4001,1,8,38.3
2.13,4.47,1.87,3.8,2.38,5.11,1.6,0.59,49.1,83.8,175.4,7.72,56.1,95.8,0.49,103,166,44.2,90.7,60.3,77.2,0,0,0,0,0,0,0,1842.3,none,9,4002,2,8,38.4
2.24,4.12,1.87,3.69,2.48,4.94,1.55,0.61,48.4,84.6,170.6,7.72,54.2,97.5,0.47,114,155,45.3,90.7,61.4,77.0,0,0,0,0,0,0,0,1885.0,none,9,4003,3,8,38.4
2.25,4.4,1.9,3.76,2.55,4.81,1.64,0.61,48.7,86.0,166.6,7.07,58.8,96.8,0.53,125,163,45.4,90.7,61.9,73.7,0,0,0,0,0,0,0,1839.0,none,9,4004,4,8,38.3
2.15,4.42,1.91,3.63,2.51,5.25,1.63,0.6,48.0,83.2,191.7,9.03,54.7,95.0,0.45,115,171,44.5,90.7,62.6,76.4,0,0,0,0,0,0,0,1890.4,none,9,4005,5,8,38.3
2.06,4.38,1.9,3.72,2.49,5.06,1.66,0.61,49.5,86.2,173.5,9.12,56.8,99.2,0.48,122,152,45.6,90.7,64.4,74.7,0,0,0,0,0,0,0,1896.9,none,9,4006,6,8,38.4
2.23,4.36,1.98,3.93,2.63,4.84,1.67,0.6,48.2,82.5,177.9,8.7,55.9,94.3,0.56,122,166,44.7,90.7,64.2,76.7,0,0,0,0,0,0,0,1994.7,none,9,4007,7,8,38.1
2.18,4.46,1.88,3.84,2.6,5.02,1.61,0.61,49.9,84.9,176.3,8.17,54.1,93.3,0.53,135,153,46.0,90.7,64.3,76.0,0,0,0,0,0,0,0,1920.9,none,9,4008,8,8,37.9
2.11,4.44,1.9,3.96,2.53,5.23,1.6,0.58,49.1,82.7,178.0,7.28,56.5,99.3,0.48,130,166,47.1,90.7,61.9,73.3,0,0,0,0,0,0,0,1816.4,none,9,4009,9,8,38.1
2.22,4.57,1.97,4.0,2.64,5.12,1.68,0.58,50.4,85.8,170.2,8.76,58.4,98.7,0.54,127,167,45.4,90.7,62.6,77.1,0,0,0,0,0,0,0,1820.2,none,9,4010,10,8,38.0
2.25,4.53,2.03,4.05,2.46,4.97,1.73,0.61,49.7,85.1,175.9,7.62,57.1,101.7,0.52,129,154,44.9,90.7,66.5,76.8,0,0,0,0,0,0,0,1994.2,none,9,4011,11,8,37.8
2.2,4.55,2.02,3.88,2.42,5.0,1.6,0.6,48.2,84.5,168.5,8.78,58.6,96.7,0.5,121,166,46.9,90.7,66.8,76.9,0,0,0,0,0,0,0,1959.9,none,9,4012,12,8,38.1
2.19,4.56,2.02,3.91,2.58,5.14,1.56,0.6,47.5,87.0,181.7,8.25,55.0,98.7,0.48,129,182,44.4,90.7,68.9,75.8,0,0,0,0,0,0,0,1803.5,none,9,4013,13,8,38.2
2.26,4.5,2.01,3.93,2.45,5.11,1.75,0.59,46.9,82.3,171.9,8.9,59.1,100.0,0.51,125,160,45.2,90.7,61.8,75.2,0,0,0,0,0,0,0,1805.2,none,9,4014,14,8,38.4
2.19,4.47,1.93,4.28,2.56,5.14,1.71,0.59,48.7,85.9,172.0,7.78,55.5,95.1,0.51,126,164,46.2,90.7,63.4,78.2,0,0,0,0,0,0,0,1839.2,none,9,4015,15,8,38.5
2.27,4.44,2.04,4.13,2.55,5.24,1.76,0.6,47.9,80.2,182.6,8.58,55.4,98.2,0.51,128,169,45.9,90.7,65.1,76.9,0,0,0,0,0,0,0,1929.7,none,9,4016,16,8,38.7
2.3,4.56,2.01,4.17,2.8,5.44,1.82,0.61,47.4,83.2,180.0,7.99,58.4,96.7,0.52,137,155,46.1,90.7,61.5,74.2,0,0,0,0,0,0,0,1807.6,none,9,4017,17,8,38.5
2.26,4.79,2.14,4.38,2.56,5.55,1.8,0.59,50.0,87.4,180.7,8.36,57.0,100.6,0.5,137,159,45.2,90.7,64.6,77.0,0,0,0,0,0,0,0,1979.5,none,9,4018,18,8,38.6
2.41,4.62,2.08,4.43,2.54,5.24,1.68,0.59,45.1,87.8,173.8,8.65,56.8,95.6,0.58,132,152,44.9,90.7,63.7,76.0,0,0,0,0,0,0,0,1820.8,none,9,4019,19,8,38.7
2.21,4.59,2.07,4.52,2.66,5.25,1.82,0.61,45.7,86.2,181.0,9.58,56.8,100.2,0.52,135,154,45.6,90.7,64.1,75.5,0,0,0,0,0,0,0,1998.1,none,9,4020,20,8,38.5
2.27,4.66,2.15,4.32,2.68,5.08,1.73,0.58,47.7,85.8,171.9,7.62,56.8,94.6,0.57,133,159,46.3,90.7,62.7,76.9,0,0,0,0,0,0,0,1808.6,none,9,4021,21,8,38.7
2.36,4.84,2.13,4.36,2.73,5.48,1.78,0.6,48.6,82.7,174.4,8.05,56.7,101.7,0.52,132,156,43.8,90.7,63.6,75.3,0,0,0,0,0,0,0,1993.4,none,9,4022,22,8,38.6
2.32,4.76,2.24,4.42,2.58,5.23,1.77,0.6,47.6,90.3,176.0,9.66,58.1,97.7,0.58,124,155,45.0,90.7,69.0,79.8,0,0,0,0,0,0,0,148.8,none,9,4023,23,8,38.5
2.31,4.83,2.21,4.61,2.66,5.43,1.73,0.6,45.7,87.8,183.8,9.33,55.7,100.3,0.57,128,169,44.2,90.7,64.4,79.4,0,0,0,0,0,0,0,148.5,none,9,4024,24,8,38.4
2.32,4.85,2.11,4.49,2.58,5.5,1.74,0.61,50.0,83.9,181.7,8.38,59.0,99.2,0.52,128,163,44.0,90.7,62.6,77.4,0,0,0,0,0,0,0,148.2,none,9,4025,25,8,38.1
2.35,4.73,2.14,4.56,2.62,5.31,1.69,0.6,48.8,82.7,175.3,8.65,57.1,97.4,0.51,135,172,43.2,90.7,63.3,75.4,0,0,0,0,0,0,0,147.8,none,9,4026,26,8,38.1
2.32,4.93,2.16,4.5,2.61,5.23,1.82,0.58,48.3,88.7,181.9,8.22,55.5,100.9,0.51,129,149,45.3,90.6,61.0,76.0,0,0,0,0,0,0,0,147.5,none,9,4027,27,8,38.1
2.29,5.26,2.05,4.74,2.68,5.08,1.81,0.59,46.9,85.8,168.7,8.03,56.8,93.5,0.55,153,159,44.9,90.6,65.4,73.9,0,0,0,0,0,0,0,147.2,none,9,4028,28,8,37.9
2.38,4.77,2.18,4.8,2.64,5.55,1.75,0.59,47.3,85.7,179.2,8.8,56.7,99.0,0.54,135,153,45.7,90.6,60.2,76.7,0,0,0,0,0,0,0,146.8,none,9,4029,29,8,38.0
2.43,4.95,2.19,4.67,2.77,5.31,1.83,0.56,46.7,84.1,188.8,8.94,58.3,97.3,0.57,134,163,44.6,90.6,64.8,73.9,0,0,0,0,0,0,0,146.5,none,9,4030,30,8,38.2
2.41,4.85,2.2,4.5,2.62,5.33,1.74,0.58,47.1,84.3,177.7,8.05,53.8,94.7,0.52,131,168,45.9,90.6,67.0,75.3,0,0,0,0,0,0,0,146.2,none,9,4031,31,8,38.5
2.38,5.14,2.3,5.01,2.64,5.22,1.8,0.6,47.9,81.9,174.7,8.65,55.7,99.8,0.58,142,164,45.5,90.6,61.9,76.7,0,0,0,0,0,0,0,145.8,none,9,4032,32,8,38.4
2.43,5.24,2.31,4.56,2.61,5.66,1.87,0.58,46.7,89.9,180.8,10.0,58.7,100.1,0.57,139,164,45.2,90.6,64.3,73.4,0,0,0,0,0,0,0,145.5,none,9,4033,33,8,38.4
2.4,5.1,2.34,5.01,2.84,5.52,1.8,0.58,47.3,82.8,182.7,8.04,57.2,97.7,0.58,138,157,43.5,90.6,65.0,77.6,0,0,0,0,0,0,0,145.2,none,9,4034,34,8,38.3
2.33,5.22,2.31,4.78,2.67,5.16,1.75,0.6,48.9,90.2,183.4,7.68,54.3,95.5,0.52,125,180,43.8,90.6,64.6,75.9,0,0,0,0,0,0,0,144.8,none,9,4035,35,8,38.3
2.42,4.83,2.32,5.05,2.71,5.45,1.84,0.59,47.9,84.0,168.7,9.01,58.1,99.2,0.6,136,151,45.5,90.6,65.6,78.6,0,0,0,0,0,0,0,144.5,none,9,4036,36,8,38.2
2.23,5.19,2.35,5.0,2.7,5.47,1.82,0.56,48.3,91.6,181.7,9.05,56.3,98.0,0.52,154,157,45.2,90.6,64.2,75.6,0,0,0,0,0,0,0,144.2,none,9,4037,37,8,38.3
2.41,5.33,2.32,4.96,2.67,5.37,1.82,0.6,48.7,85.7,175.2,9.11,56.8,97.9,0.53,142,171,46.4,90.6,68.2,76.4,0,0,0,0,0,0,0,143.8,none,9,4038,38,8,38.2
2.44,5.25,2.39,4.99,2.73,5.69,1.83,0.6,49.3,85.7,169.9,8.07,56.7,93.1,0.54,142,167,44.5,90.6,65.7,76.7,0,0,0,0,0,0,0,143.5,none,9,4039,39,8,38.1
2.49,5.49,2.38,4.97,2.76,5.6,1.91,0.58,49.7,83.4,177.8,8.5,53.6,93.8,0.54,138,154,44.4,90.6,60.7,76.0,0,0,0,0,0,0,0,143.2,none,9,4040,40,8,38.3
2.32,5.24,2.53,4.8,2.79,5.66,1.78,0.58,47.2,85.3,179.6,8.47,56.2,98.0,0.58,156,169,44.2,90.6,66.6,76.8,0,0,0,0,0,0,0,142.8,none,9,4041,41,8,38.6
2.55,5.18,2.33,5.2,2.85,5.75,1.85,0.58,46.3,88.1,175.3,8.76,56.9,96.4,0.57,132,161,44.2,90.6,67.8,75.4,0,0,0,0,0,0,0,142.5,none,9,4042,42,8,38.7
2.47,5.28,2.52,5.49,2.84,5.81,2.08,0.5,46.7,88.1,176.2,9.46,59.0,95.8,0.54,149,166,45.4,90.6,66.8,77.2,0,0,0,0,0,0,0,109.8,none,10,4043,43,8,38.8
2.55,5.41,2.4,5.34,2.94,5.84,2.07,0.48,45.4,85.1,180.7,8.58,54.4,95.1,0.59,155,161,44.7,90.6,65.6,78.0,0,0,0,0,0,0,0,109.4,none,10,4044,44,8,39.0
2.49,5.24,2.61,5.07,2.88,6.01,2.02,0.5,46.6,81.5,180.1,10.34,55.8,96.3,0.57,139,168,43.6,90.6,64.6,76.8,0,0,0,0,0,0,0,109.1,none,10,4045,45,8,38.7
2.78,5.32,2.39,5.8,2.98,5.86,2.09,0.51,47.7,87.8,174.6,9.93,57.5,94.5,0.61,147,168,44.6,90.6,64.7,72.8,0,0,0,0,0,0,0,108.8,none,10,4046,46,8,38.7
2.53,5.55,2.63,5.71,3.05,5.61,2.01,0.49,47.6,96.6,172.3,9.61,56.5,97.2,0.5,140,163,44.9,90.6,65.5,77.5,0,0,0,0,0,0,0,108.4,none,10,4047,47,8,39.0
2.49,5.33,2.48,5.79,2.93,5.88,2.09,0.48,48.0,86.9,178.1,9.38,54.0,99.6,0.54,149,175,46.9,90.6,63.3,77.5,0,0,0,0,0,0,0,108.1,none,10,4048,48,8,38.7
2.5,5.53,2.63,5.7,3.07,6.09,2.06,0.47,47.5,94.5,177.6,8.45,54.5,96.5,0.56,149,169,45.2,90.6,67.0,74.4,0,0,0,0,0,0,0,107.8,none,10,4049,49,8,38.9
2.68,5.73,2.66,5.51,2.84,5.6,2.11,0.5,49.3,86.0,170.1,8.71,54.3,95.8,0.57,147,172,44.5,90.5,64.7,80.9,0,0,0,0,0,0,0,107.4,none,10,4050,50,8,38.8
2.63,5.68,2.56,5.72,3.01,5.76,2.04,0.49,47.4,87.1,178.2,8.5,55.0,98.8,0.6,144,175,44.8,90.5,67.6,80.0,0,0,0,0,0,0,0,107.1,none,10,4051,51,8,38.7
2.68,5.62,2.74,5.65,2.83,6.08,2.08,0.49,49.1,90.8,173.1,9.75,54.8,102.1,0.6,145,177,46.2,90.5,67.7,77.2,0,0,0,0,0,0,0,106.8,none,10,4052,52,8,38.9
2.75,6.06,2.74,5.58,3.05,6.1,2.14,0.47,47.2,90.3,174.0,10.01,56.7,95.7,0.57,145,182,44.1,90.5,64.8,80.0,0,0,0,0,0,0,0,106.4,none,10,4053,53,8,39.1
2.63,5.74,2.73,5.72,2.94,5.87,2.09,0.49,46.0,88.9,187.7,8.5,57.0,97.3,0.61,164,172,45.4,90.5,66.3,76.3,0,0,0,0,0,0,0,106.1,none,10,4054,54,8,39.1
2.71,5.79,2.68,5.78,2.92,6.02,2.14,0.49,48.5,84.5,178.4,8.85,55.9,97.2,0.6,147,183,44.6,90.5,66.2,80.2,0,0,0,0,0,0,0,105.8,none,10,4055,55,8,39.2
2.69,6.02,2.63,6.15,2.97,6.23,2.16,0.5,45.8,87.2,167.5,8.37,56.7,96.1,0.61,159,184,46.1,90.5,66.2,79.8,0,0,0,0,0,0,0,105.4,none,10,4056,56,8,39.3
2.73,5.43,2.86,6.12,3.13,5.93,2.27,0.5,49.4,84.0,184.8,10.6,54.4,95.6,0.56,155,174,43.9,90.5,66.3,79.6,0,0,0,0,0,0,0,105.1,none,10,4057,57,8,39.2
2.83,5.86,2.83,6.14,3.09,6.11,2.12,0.49,48.1,87.3,181.4,9.31,55.8,99.9,0.61,171,164,44.7,90.5,68.5,76.9,0,0,0,0,0,0,0,104.8,none,10,4058,58,8,38.9
2.8,6.27,2.72,6.11,3.14,5.77,2.25,0.49,46.5,87.5,173.4,9.32,60.3,98.9,0.61,170,173,45.0,90.5,66.1,75.2,0,0,0,0,0,0,0,104.4,none,10,4059,59,8,38.7
2.81,6.03,2.77,6.37,3.05,6.11,2.21,0.5,46.2,86.8,175.1,8.97,56.8,100.4,0.63,149,164,44.6,90.5,67.7,75.5,0,0,0,0,0,0,0,104.1,none,10,4060,60,8,38.8
2.82,5.99,2.68,6.17,2.99,6.13,2.17,0.5,47.5,87.0,172.1,9.9,57.7,97.2,0.61,154,172,45.1,90.5,66.5,74.2,0,0,0,0,0,0,0,103.8,none,10,4061,61,8,39.0
2.78,6.19,2.62,6.42,3.16,6.39,2.15,0.51,47.3,87.4,180.9,10.09,54.6,96.4,0.62,152,182,44.3,90.5,63.5,77.4,0,0,0,0,0,0,0,103.4,none,10,4062,62,8,38.7
2.85,6.22,2.77,6.27,3.11,5.95,2.21,0.48,48.2,88.7,165.0,9.95,56.2,97.2,0.59,161,167,45.6,90.4,65.8,82.4,0,0,0,0,0,0,0,103.1,none,10,4063,63,8,38.6
2.88,6.03,2.79,6.24,3.07,6.34,2.16,0.48,46.7,89.8,173.1,10.14,58.2,98.7,0.59,157,162,44.4,90.4,62.6,76.8,0,0,0,0,0,0,0,102.8,none,10,4064,64,8,38.8
2.71,6.34,2.83,6.48,3.07,6.09,2.23,0.47,48.8,90.9,180.5,10.09,55.6,94.0,0.67,169,156,45.6,90.4,64.4,76.7,0,0,0,0,0,0,0,102.4,none,10,4065,65,8,38.6
2.83,6.52,2.89,6.57,3.11,6.08,2.25,0.5,46.8,85.0,163.0,9.03,57.0,96.8,0.63,159,160,45.0,90.4,68.3,76.8,0,0,0,0,0,0,0,102.1,none,10,4066,66,8,38.7
2.84,6.27,2.9,6.74,3.15,6.4,2.36,0.48,46.8,86.1,178.6,9.72,58.1,98.3,0.63,166,164,44.6,90.4,63.7,73.7,0,0,0,0,0,0,0,101.8,none,10,4067,67,8,38.8
2.82,6.68,2.87,6.28,3.09,6.15,2.25,0.51,48.2,84.4,172.7,8.68,56.9,93.9,0.65,155,181,44.5,90.4,64.5,76.5,0,0,0,0,0,0,0,101.4,none,10,4068,68,8,39.0
2.77,6.27,2.84,6.26,3.12,6.31,2.35,0.49,46.6,86.0,181.8,9.43,55.4,96.0,0.65,151,171,43.5,90.4,62.8,74.2,0,0,0,0,0,0,0,101.1,none,10,4069,69,8,39.0
2.76,5.99,2.97,6.46,3.13,6.38,2.24,0.49,48.2,86.7,173.0,10.6,56.4,96.1,0.59,155,182,45.1,90.4,65.6,79.9,0,0,0,0,0,0,0,100.8,none,10,4070,70,8,39.2
2.97,6.6,2.84,6.63,3.25,6.48,2.35,0.48,46.1,86.1,175.9,10.21,57.0,96.9,0.69,163,178,44.7,90.4,66.3,74.8,0,0,0,0,0,0,0,100.4,none,10,4071,71,8,39.2
2.95,6.24,3.02,6.94,3.18,6.58,2.34,0.5,48.1,89.9,175.7,8.99,56.4,96.1,0.6,164,174,44.3,90.3,66.5,75.4,0,0,0,0,0,0,0,100.1,none,10,4072,72,8,39.4
2.91,6.36,2.99,6.95,3.11,6.58,2.37,0.49,48.3,88.1,174.7,9.22,57.7,94.8,0.61,172,180,45.4,90.3,68.9,78.2,0,0,0,0,0,0,0,99.8,none,10,4073,73,8,39.5
2.93,6.58,2.98,6.92,3.21,6.33,2.35,0.52,48.3,92.5,181.7,10.65,56.8,99.3,0.63,164,179,45.1,90.3,68.6,76.2,0,0,0,0,0,0,0,99.4,none,10,4074,74,8,39.5
2.94,6.75,2.87,7.25,3.18,6.82,2.38,0.49,46.5,86.8,185.7,9.42,58.0,94.7,0.64,173,190,44.2,90.3,66.2,74.3,0,0,0,0,0,0,0,99.1,none,10,4075,75,8,39.8
3.01,6.54,3.09,6.86,3.08,6.39,2.33,0.49,50.4,85.1,182.0,9.96,55.5,98.4,0.67,171,186,44.3,90.3,64.7,79.1,0,0,0,0,0,0,0,98.8,none,10,4076,76,8,39.7
2.89,6.26,3.02,7.37,3.34,6.41,2.26,0.48,48.7,88.8,182.9,10.31,55.6,96.9,0.69,176,173,44.4,90.3,69.5,79.0,0,0,0,0,0,0,0,98.4,none,10,4077,77,8,39.6
3.21,6.87,2.84,6.99,3.06,6.59,2.34,0.49,48.7,84.3,184.5,9.08,58.8,95.8,0.67,163,179,44.4,90.3,67.5,74.4,0,0,0,0,0,0,0,98.1,none,10,4078,78,8,39.4
3.03,6.6,3.07,6.91,3.0,6.75,2.33,0.48,48.1,87.7,176.5,10.45,59.5,96.9,0.62,167,177,43.3,90.3,71.4,80.4,0,0,0,0,0,0,0,97.8,none,10,4079,79,8,39.6
3.06,6.98,3.13,6.96,3.08,6.56,2.33,0.48,48.7,91.2,172.1,9.79,55.4,98.6,0.62,178,179,45.5,90.2,66.6,78.8,0,0,0,0,0,0,0,97.4,none,10,4080,80,8,39.4
3.13,6.88,2.96,7.46,3.17,6.68,2.34,0.47,46.6,83.2,179.4,9.39,56.3,102.4,0.61,169,179,46.3,90.2,63.9,77.1,0,0,0,0,0,0,0,97.1,none,10,4081,81,8,39.5
3.13,6.86,3.18,6.99,3.21,6.87,2.36,0.49,47.6,90.3,173.2,9.93,56.0,97.0,0.68,178,180,44.4,90.2,65.7,76.6,0,0,0,0,0,0,0,96.8,none,10,4082,82,8,39.6
3.08,6.71,3.13,7.62,3.3,6.41,2.34,0.48,49.5,88.0,179.1,11.59,57.0,97.6,0.64,177,172,45.4,90.2,63.7,73.9,0,0,0,0,0,0,0,96.4,none,10,4083,83,8,39.4
3.07,6.83,3.23,7.27,3.07,6.48,2.39,0.49,48.0,89.0,179.5,10.05,57.7,99.4,0.64,176,182,43.7,90.2,68.2,79.5,0,0,0,0,0,0,0,96.1,none,10,4084,84,8,39.7
3.02,6.98,3.09,7.53,3.15,6.9,2.39,0.49,49.2,91.4,179.7,9.82,56.1,97.4,0.61,179,163,45.5,90.2,65.2,75.6,0,0,0,0,0,0,0,95.8,none,10,4085,85,8,39.9
3.1,6.85,3.24,7.2,3.12,6.44,2.34,0.48,49.1,93.1,179.3,11.09,57.5,96.1,0.72,178,181,45.2,90.2,66.0,77.4,0,0,0,0,0,0,0,95.4,none,10,4086,86,8,39.8
3.08,6.96,3.15,7.41,3.31,6.67,2.31,0.49,47.1,95.4,191.3,10.52,55.1,95.4,0.62,170,188,43.9,90.2,68.7,78.3,0,0,0,0,0,0,0,95.1,none,10,4087,87,8,40.0
2.94,7.1,3.22,7.57,3.24,6.53,2.5,0.48,48.9,91.9,179.9,10.18,58.4,96.1,0.68,179,177,44.1,90.2,65.6,77.8,0,0,0,0,0,0,0,94.8,none,10,4088,88,8,40.2
3.13,7.03,3.33,7.71,3.19,6.54,2.36,0.49,47.5,86.9,168.0,9.43,56.4,99.0,0.72,180,168,45.7,90.1,65.9,76.9,0,0,0,0,0,0,0,94.4,none,10,4089,89,8,40.5
3.21,7.35,3.13,7.72,3.16,6.65,2.35,0.48,46.2,89.8,182.0,10.36,55.4,98.9,0.67,174,198,43.1,90.1,67.8,78.6,0,0,0,0,0,0,0,94.1,none,10,4090,90,8,40.6
3.17,7.33,3.14,8.0,3.33,7.11,2.4,0.47,48.4,87.6,175.0,11.12,58.2,95.5,0.76,186,173,43.5,90.1,65.2,78.2,0,0,0,0,0,0,0,93.8,none,10,4091,91,8,40.7
3.07,7.36,3.21,8.38,3.27,7.09,2.34,0.47,50.1,86.1,164.4,9.74,59.5,94.5,0.63,188,198,43.4,90.1,67.3,79.4,0,0,0,0,0,0,0,93.4,none,10,4092,92,8,40.5
3.25,7.33,3.07,7.87,3.27,7.06,2.43,0.46,49.5,89.1,166.7,10.95,58.9,92.2,0.69,180,191,45.2,90.1,71.0,78.0,0,0,0,0,0,0,0,93.1,none,10,4093,93,8,40.6
3.04,7.2,3.29,7.9,3.38,6.87,2.38,0.48,48.3,87.9,187.8,9.7,58.6,97.1,0.66,193,196,43.8,90.1,66.7,77.6,0,0,0,0,0,0,0,92.8,none,10,4094,94,8,40.5
3.18,7.39,3.29,8.02,3.3,6.65,2.48,0.47,46.3,90.2,169.6,10.0,56.8,93.7,0.7,182,169,44.7,90.1,63.9,77.7,0,0,0,0,0,0,0,92.4,none,10,4095,95,8,40.2
3.23,7.54,3.47,7.99,3.42,7.04,2.44,0.47,47.8,84.6,173.1,10.3,56.6,96.6,0.64,197,177,45.3,90.0,69.9,79.5,0,0,0,0,0,0,0,92.1,none,10,4096,96,8,40.4
3.16,7.3,3.44,8.06,3.26,6.92,2.52,0.48,48.0,88.0,180.5,9.61,56.7,95.2,0.68,181,170,44.5,90.0,69.0,76.4,0,0,0,0,0,0,0,91.8,none,10,4097,97,8,40.2
3.31,7.03,3.24,8.34,3.4,6.91,2.48,0.48,47.4,90.1,166.5,10.16,55.5,100.1,0.68,189,172,44.0,90.0,63.3,75.0,0,0,0,0,0,0,0,91.4,none,10,4098,98,8,40.3
3.34,7.26,3.54,7.84,3.46,6.69,2.43,0.47,45.9,87.5,171.9,10.93,55.9,99.3,0.71,198,181,45.0,90.0,64.8,81.3,0,0,0,0,0,0,0,91.1,none,10,4099,99,8,40.4
3.23,7.6,3.38,8.17,3.46,7.26,2.46,0.45,48.5,89.4,182.5,9.81,59.6,97.9,0.69,192,174,43.7,90.0,63.7,75.7,0,0,0,0,0,0,0,90.8,none,10,4100,100,8,40.5
3.33,7.87,3.31,8.34,3.29,7.04,2.6,0.46,49.2,90.3,172.5,10.89,58.6,97.9,0.67,192,190,43.1,90.0,65.0,78.4,0,0,0,0,0,0,0,90.4,none,10,4101,101,8,40.5
